id,Day,Month,Year,Region,Species,Species_co,Geotag_rea,Descriptio,Location.a,Descript_1,Image.s.,Audio.Vide,Geotag_rec,Geotag_all,Comments,Sex,Age.Class,Death_code,PMI_min,PMI_max,Source,lat,lon,flag
247,21,3,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.043716403297799,73.9857039645264",code -4,"Agonda, south Goa.

Reported by Goa Stranding Network",,"https://www.marinemammals.in/submit-record/05-05-2024-WhatsApp Image 2024-05-01 at 9.07.13 AM (1).jpeg,https://www.marinemammals.in/submit-record/05-05-2024-WhatsApp Image 2024-05-01 at 9.07.12 AM (2).jpeg,",,,,,M,A,4,5,8,MMI-06.10.25,15.0437164,73.98570396,
250,19,3,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"14.962478472766387,74.04710842216797","Galgibaga, south Goa",code-2,,"https://www.marinemammals.in/submit-record/04-05-2024-WhatsApp Image 2024-05-01 at 9.07.09 AM (1).jpeg,https://www.marinemammals.in/submit-record/04-05-2024-WhatsApp Image 2024-05-01 at 9.07.09 AM.jpeg,https://www.marinemammals.in/submit-record/04-05-2024-WhatsApp Image 2024-05-01 at 9.07.08 AM (1).jpeg,",,,,,,SA,2,1,2,MMI-06.10.25,14.96247847,74.04710842,
251,17,3,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.2039116,73.93471920000002","code - 3
","Zalor beach , south Goa.

Reported by Goa Stranding Network",,"https://www.marinemammals.in/submit-record/04-05-2024-WhatsApp Image 2024-05-01 at 9.07.04 AM.jpeg,https://www.marinemammals.in/submit-record/04-05-2024-WhatsApp Image 2024-05-01 at 9.07.04 AM (1).jpeg,https://www.marinemammals.in/submit-record/04-05-2024-WhatsApp Image 2024-05-01 at 9.07.05 AM.jpeg,",,,,,,,3,2,3,MMI-06.10.25,15.2039116,73.9347192,
252,17,3,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.22146467802264,73.92923867502441",code-3,"Varca beach, south Goa.

Reported by Goa Stranding Network.",,"https://www.marinemammals.in/submit-record/04-05-2024-WhatsApp Image 2024-05-01 at 9.07.08 AM.jpeg,https://www.marinemammals.in/submit-record/04-05-2024-WhatsApp Image 2024-05-01 at 9.07.07 AM (1).jpeg,https://www.marinemammals.in/submit-record/04-05-2024-WhatsApp Image 2024-05-01 at 9.07.07 AM.jpeg,https://www.marinemammals.in/submit-record/04-05-2024-WhatsApp Image 2024-05-01 at 9.07.06 AM.jpeg,",,,,,,,3,2,3,MMI-06.10.25,15.22146468,73.92923868,
253,16,3,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.6437966,73.71740249999999","Code 2 
The female dolphin measured 6.3ft in length. Its tailed had been cut off. ","Ashvem, north Goa.

Reported by Goa Stranding Network",,"https://www.marinemammals.in/submit-record/01-05-2024-WhatsApp Image 2024-05-01 at 9.07.02 AM.jpeg,https://www.marinemammals.in/submit-record/01-05-2024-WhatsApp Image 2024-05-01 at 9.07.02 AM (1).jpeg,https://www.marinemammals.in/submit-record/01-05-2024-WhatsApp Image 2024-05-01 at 9.07.03 AM.jpeg,",,,,,M,SA,2,0.5,1,MMI-06.10.25,15.6437966,73.7174025,
254,15,3,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.5012802,73.77146429999999","Code 2, small sized animal, injuries on the front of the body. looks like blunt trauma.","Sinquerim beach, north Goa.

Reported by Goa stranding network",,"https://www.marinemammals.in/submit-record/01-05-2024-WhatsApp Image 2024-05-01 at 9.07.01 AM.jpeg,https://www.marinemammals.in/submit-record/01-05-2024-WhatsApp Image 2024-05-01 at 9.07.00 AM.jpeg,https://www.marinemammals.in/submit-record/01-05-2024-WhatsApp Image 2024-05-01 at 9.06.59 AM.jpeg,https://www.marinemammals.in/submit-record/01-05-2024-WhatsApp Image 2024-05-01 at 9.06.57 AM.jpeg,",,,,,,,3,1,3,MMI-06.10.25,15.5012802,73.7714643,
257,10,3,2024,Goa,Indo-Pacific humpback dolphin,Humpback dolphin,"15.145983740518755,73.94840619993896",Code 4,"Betul Beach, Goa. 

Reported by Goa Stranding Network

",,"https://www.marinemammals.in/submit-record/01-05-2024-WhatsApp Image 2024-05-01 at 9.06.49 AM.jpeg,",,,,,M,SA,3,2,4,MMI-06.10.25,15.14598374,73.9484062,
258,4,3,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.4652086,73.8049327",Code -4,"Carenzalem beach, North Goa. Reported by Drishti Marine Lifeguards and Goa stranding network",,"https://www.marinemammals.in/submit-record/29-04-2024-WhatsApp Image 2024-04-29 at 5.08.00 PM.jpeg,",,,,,,,3,3,5,MMI-06.10.25,15.4652086,73.8049327,
259,23,2,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,,3,2,3,Whatsapp - 11.10.25,15.27976895,73.91194528,
260,23,2,2024,Goa,Spinner dolphin,Spinner dolphin,,,,,,,,,,,,,,,Whatsapp - 11.10.25,15.22303589,73.92816343,
262,17,2,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,,3,2,3,Whatsapp - 11.10.25,15.20610432,73.93266907,
263,15,2,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,,3,2,4,Whatsapp - 11.10.25,15.5612067,73.74873617,
266,11,2,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,4,6,9,Whatsapp - 11.10.25,15.31942492,73.89851757,
267,8,2,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,3,4,6,Whatsapp - 11.10.25,15.29374857,73.90747058,
269,5,2,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,2,1,2,Whatsapp - 11.10.25,15.3522628,73.88472786,
271,29,1,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,3,3,4,Whatsapp - 11.10.25,15.31942492,73.89851757,
272,28,1,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,3,3,4,Whatsapp - 11.10.25,15.00970492,74.02350093,
274,28,1,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,M,SA,3,2,4,Whatsapp - 11.10.25,15.04260833,73.98591921,
276,20,1,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,M,A,3,3,5,Whatsapp - 11.10.25,15.5612067,73.74873617,
277,19,1,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,A,3,3,5,Whatsapp - 11.10.25,15.17691976,73.9396314,
281,16,12,2023,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,3,3,4,Whatsapp - 11.10.25,15.29374857,73.90747058,
283,6,12,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,,5,30,60,Whatsapp - 11.10.25,15.36998047,73.86239535,
284,5,12,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,,4,5,7,Whatsapp - 11.10.25,15.33277835,73.89363613,
285,23,11,2023,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,2,0.5,1,Whatsapp - 11.10.25,15.24884893,73.92088648,
287,21,11,2023,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,3,2,4,Whatsapp - 11.10.25,15.36994827,73.83303144,
289,9,11,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,F,A,2,0.5,1,Whatsapp - 11.10.25,15.20610432,73.93266907,
290,7,11,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,,3,2,4,Whatsapp - 11.10.25,15.1571974,73.94493185,
293,1,11,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,,3,2,3,Whatsapp - 11.10.25,15.49931807,73.76740638,
298,19,10,2023,Goa,Dwarf sperm whale,Dwarf sperm whale,"15.112460637700204,73.93614285767212","washed ashore dead
teeth present in upper jaw",reefwatch has details.,,"https://www.marinemammals.in/submit-record/19-03-2025-WhatsApp Image 2025-03-20 at 00.04.12.jpeg,",,,,,,SA,,,,MMI-06.10.25,15.11246064,73.93614286,
299,15,10,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,,,,,Whatsapp - 11.10.25,15.31145652,73.90148065,
300,12,10,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,F,A,2,1,2,Whatsapp - 11.10.25,15.1571974,73.94493185,
304,18,9,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,,4,6,8,Whatsapp - 11.10.25,15.04260833,73.98591921,
306,17,9,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,,4,6,9,Whatsapp - 11.10.25,15.35284217,73.8845562,
308,16,9,2023,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,3,2,3,Whatsapp - 11.10.25,15.27976895,73.91194528,
311,16,9,2023,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,3,3,5,Whatsapp - 11.10.25,,,
312,16,9,2023,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,3,2,4,Whatsapp - 11.10.25,15.27976895,73.91194528,
313,15,9,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,C,3,2,3,Whatsapp - 11.10.25,15.64009083,73.71864797,
314,15,9,2023,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,2,1,2,Whatsapp - 11.10.25,15.20610432,73.93266907,
315,15,9,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,M,,3,2,3,Whatsapp - 11.10.25,15.49931807,73.76740638,
316,12,9,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,,3,2,4,Whatsapp - 11.10.25,15.24884893,73.92088648,
318,10,9,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.6598034,73.7429006",Length: 150 cm; Breadth: 65 cm,"Mandrem, Goa",,"https://www.marinemammals.in/submit-record/22-05-2024-WhatsApp Image 2024-05-22 at 13.37.44.jpeg,",,,,,,,3,3,5,MMI-06.10.25,15.6598034,73.7145,
319,10,9,2023,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.1854285,73.94724649999999",Code 2,"Cavellosim beach, South Goa",,"https://www.marinemammals.in/submit-record/22-05-2024-WhatsApp Image 2024-05-22 at 14.29.46 (1).jpeg,",,,,,,,2,0.5,1,MMI-06.10.25,15.1854285,73.9373,
320,10,9,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.0455814,73.9888797",na,"Agonda beach, South Goa",,"https://www.marinemammals.in/submit-record/22-05-2024-WhatsApp Image 2024-05-22 at 14.29.46.jpeg,",,,,,,,3,2,4,MMI-06.10.25,15.0455814,73.9888797,
322,5,9,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.3224409,73.9063931",na,na,,"https://www.marinemammals.in/submit-record/22-05-2024-WhatsApp Image 2024-05-22 at 13.03.09.jpeg,",,,,,,,3,2,4,MMI-06.10.25,15.3224409,73.8979,
323,26,8,2023,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,4,4,6,Whatsapp - 11.10.25,15.1571974,73.94493185,
324,26,8,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,,3,3,5,Whatsapp - 11.10.25,15.64009083,73.71864797,
325,24,8,2023,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,2,0.5,1,Whatsapp - 11.10.25,15.35284217,73.8845562,
326,23,8,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,,2,1,3,Whatsapp - 11.10.25,14.97856949,74.04153968,
327,22,8,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,,2,1,3,Whatsapp - 11.10.25,14.93503211,74.0468047,
328,22,8,2023,Goa,Striped dolphin,Striped dolphin,,,,,,,,,,,,,,,Whatsapp - 11.10.25,15.1571974,73.94493185,
329,19,8,2023,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,2,1,3,Whatsapp - 11.10.25,15.5112819,73.76456269,
331,17,8,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,,3,3,5,Whatsapp - 11.10.25,15.16859563,73.94232229,
332,16,8,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,C,2,0.5,1,Whatsapp - 11.10.25,15.35284217,73.8845562,
333,14,8,2023,Goa,Striped dolphin,Striped dolphin,,,,,,,,,,,,,,,Whatsapp - 11.10.25,15.16859563,73.94232229,
334,13,8,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,SA,3,2,4,Whatsapp - 11.10.25,15.61701216,73.73286086,
335,13,8,2023,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,3,2,3,Whatsapp - 11.10.25,15.61701216,73.73286086,
336,11,8,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,C,2,0.5,1,Whatsapp - 11.10.25,15.64229724,73.71800347,
337,8,8,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,M,C,2,1,2,Whatsapp - 11.10.25,15.29374857,73.90747058,
338,4,8,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,,3,2,3,Whatsapp - 11.10.25,15.20610432,73.93266907,
342,17,7,2023,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,A,2,1,3,Whatsapp - 11.10.25,15.20610432,73.93266907,
343,16,7,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,M,A,3,2,3,Whatsapp - 11.10.25,15.22303589,73.92816343,
344,10,7,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,F,A,2,0.5,1,Whatsapp - 11.10.25,15.68401252,73.70335385,
345,25,6,2023,Goa,False killer whale,False killer whale,,,,,,,,,,,,,,,Whatsapp - 11.10.25,15.04260833,73.98591921,
349,15,6,2023,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,3,2,4,Whatsapp - 11.10.25,15.22303589,73.92816343,
351,4,6,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,,4,5,7,Whatsapp - 11.10.25,15.28593581,73.91021673,
352,4,6,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,,4,5,7,Whatsapp - 11.10.25,15.22533912,73.92742781,
353,2,6,2023,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.573768774663492,73.7406800305969",code 3; all other info with FD ,"stranded on Anjuna beach, north goa. reported by life guard. Reefwatch conducted necropsy",,"https://www.marinemammals.in/submit-record/13-05-2024-WhatsApp Image 2024-05-12 at 17.03.15.jpeg,",,,,,,,3,2,4,MMI-06.10.25,15.57376877,73.74068003,
356,22,4,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.391164324598778,73.80687953121337",Code 3,Baina beach,,"http://www.marinemammals.in/submit-record/22-09-2023-IMG-20230422-WA0000.jpg,",,,,,,,3,3,6,MMI-06.10.25,15.39116432,73.80687953,
357,20,4,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.1031826,73.9255111",Code 3,Cabo de Rama beach,,"http://www.marinemammals.in/submit-record/22-09-2023-IMG-20230421-WA0002.jpg,",,,,,,,3,3,5,MMI-06.10.25,15.1031826,73.9255111,
358,17,4,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.1715011,73.941493",Code 3 - a young animal of apprx 1m. has fetal curves,Cavelossim beach,,"http://www.marinemammals.in/submit-record/22-09-2023-IMG-20230417-WA0002.jpg,http://www.marinemammals.in/submit-record/22-09-2023-IMG-20230417-WA0003.jpg,",,,,,M,C,3,1,2,MMI-06.10.25,15.1715011,73.941493,
360,15,4,2023,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.2209348,73.9290015",Code 3 - male porpoise with circular scars and injury near flipper.,Varca beach,,"http://www.marinemammals.in/submit-record/22-09-2023-IMG-20230415-WA0000.jpg,",,,,,,,3,3,5,MMI-06.10.25,15.2209348,73.9290015,
362,13,4,2023,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.291756945792793,73.90813267607422",Code 3 - female adult,Betalbetim beach,,"http://www.marinemammals.in/submit-record/22-09-2023-IMG-20230413-WA0002.jpg,http://www.marinemammals.in/submit-record/22-09-2023-IMG-20230413-WA0003.jpg,http://www.marinemammals.in/submit-record/22-09-2023-IMG-20230413-WA0004.jpg,",,,,,,,3,2,4,MMI-06.10.25,15.29175695,73.90813268,
363,13,4,2023,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.250848706028536,73.92061265344239",Code 3 - male dolphin bloated injuries,Benaulim beach,,"http://www.marinemammals.in/submit-record/22-09-2023-IMG-20230413-WA0005.jpg,",,,,,,,3,2,3,MMI-06.10.25,15.25084871,73.92061265,
364,12,4,2023,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.332122472067438,73.8938975131836",Code 3,"Arossim beach, South Goa",,"http://www.marinemammals.in/submit-record/22-09-2023-IMG-20230412-WA0002.jpg,",,,,,,,3,2,3,MMI-06.10.25,15.33212247,73.89389751,
365,9,4,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.29198940364158, 73.90798566962329","Code 2, Juveline","Betalbetim beach, south goa",,"http://www.marinemammals.in/submit-record/22-09-2023-IMG-20230409-WA0008.jpg,http://www.marinemammals.in/submit-record/22-09-2023-IMG-20230409-WA0009.jpg,",,,,,M,C,3,2,3,MMI-06.10.25,15.2919894,73.90798567,
366,9,4,2023,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.3544232,73.88386369999999",Code 3. SUnburnt carcass,"Velsao point 3, South Goa",,"http://www.marinemammals.in/submit-record/22-09-2023-IMG-20230409-WA0011.jpg,",,,,,,,3,3,5,MMI-06.10.25,15.3544232,73.8838637,
367,9,4,2023,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.20728984958847,73.93262889259033","Code 2, juveline",Zalor beach,,"http://www.marinemammals.in/submit-record/22-09-2023-IMG-20230409-WA0019.jpg,",,,,,,,2,0.5,1,MMI-06.10.25,15.20728985,73.93262889,
368,9,4,2023,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.318253762880698,73.89926327724612","Code 3, juveline ",Uttroda Beach,,"http://www.marinemammals.in/submit-record/22-09-2023-IMG-20230409-WA0020.jpg,",,,,,,,4,5,8,MMI-06.10.25,15.31825376,73.89926328,
369,7,4,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.28286082153912,73.91120952539063",Code 3,"Colva beach , south goa",,"http://www.marinemammals.in/submit-record/22-09-2023-IMG-20230407-WA0001.jpg,http://www.marinemammals.in/submit-record/22-09-2023-IMG-20230407-WA0002.jpg,",,,,,M,A,3,3,5,MMI-06.10.25,15.28286082,73.91120953,
376,15,3,2023,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.335717508451625,73.89267728459471",code 3,Arossim beach,,"https://www.marinemammals.in/submit-record/23-04-2024-WhatsApp Image 2024-04-23 at 14.28.40.jpeg,",,,,,,,4,6,8,MMI-06.10.25,15.33571751,73.89267728,
393,1,2,2023,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,"15.2080559703965, 73.9322641093706",,,,,2,0.5,1,Whatsapp,15.20805597,73.93226411,FALSE
396,22,1,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,"15.6681747639402, 73.7095647025134",,,M,A,3,2,5,Whatsapp,15.66817476,73.7095647,FALSE
399,10,1,2023,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,"15.2206556228463, 73.9290222348459",,,F,A,2,0.5,1,Whatsapp,15.22065562,73.92902223,FALSE
402,28,11,2022,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.3297, 73.89486",highly decomposed,,,http://www.marinemammals.in/submit-record/13-12-2022-Arossim beach 2022-11-28 at 3.57.09 PM.jpeg,,,,,,SA,2,0.5,1,MMI-later,15.3297,73.89486,FALSE
403,27,11,2022,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,"15.2564071620864, 73.918745967007",,,,,,,,Whatsapp,15.25640716,73.91874597,TRUE
404,27,11,2022,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.24289, 73.92251",decomposed,,,http://www.marinemammals.in/submit-record/13-12-2022-Benaulim2 2022-11-27 at 7.54.11 AM.jpeg http://www.marinemammals.in/submit-record/13-12-2022-Benaulim 2022-11-27 at 7.53.50 AM.jpeg,,,,,,,3,2,3,MMI-later,15.24289,73.92251,FALSE
405,27,11,2022,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.33221, 73.89383","Highly decomposed and charred by the sun ,",,,http://www.marinemammals.in/submit-record/13-12-2022-Arossim point 3-a 2022-11-27 at 5.53.37 PM.jpeg http://www.marinemammals.in/submit-record/13-12-2022-Arossim 3 point 2022-11-27 at 5.53.36 PM.jpeg,,,,,,,,,,MMI-later,15.33221,73.89383,TRUE
406,25,11,2022,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,"15.2198895372828, 73.9292797269131",,,,,,,,Whatsapp,15.21988954,73.92927973,TRUE
407,25,11,2022,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.1702, 73.94184","Carcass stranded in highly decomposed state, code 4",,,http://www.marinemammals.in/submit-record/13-12-2022-Cavellosim 2022-11-25 at 10.48.42 AM.jpeg http://www.marinemammals.in/submit-record/13-12-2022-Cavellosim1 2022-11-25 at 11.20.14 AM.jpeg http://www.marinemammals.in/submit-record/13-12-2022-Cavellosim,,,,,M,,2,0.5,1,MMI-later,15.1702,73.94184,FALSE
408,25,11,2022,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.21502, 73.93054","Fresh specimen, No data provided other than pictures, Please contact Reefwatch and Goa FD,",,,http://www.marinemammals.in/submit-record/13-12-2022-Varca3 2022-11-25 at 6.26.38 PM.jpeg http://www.marinemammals.in/submit-record/13-12-2022-Varca2 2022-11-25 at 6.26.40 PM.jpeg http://www.marinemammals.in/submit-record/13-12-2022-Varca3 2022-11-25 at,,,,,,,,,,MMI-later,15.21502,73.93054,TRUE
409,21,11,2022,Goa,Indo-Pacific humpback dolphin,Humpback dolphin,,,,,,,,,,,,,,,Sutaria & Jefferson 2004,,,TRUE
413,17,11,2022,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,"15.2070413633757, 73.9324143130765",,,,,,,,Whatsapp,15.20704136,73.93241431,TRUE
414,17,11,2022,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.20309, 73.9337",Highly decomposed with jaw exposed - code 5,,,http://www.marinemammals.in/submit-record/13-12-2022-Zalor 2022-11-17 at 10.47.39 AM.jpeg http://www.marinemammals.in/submit-record/13-12-2022-Zalor1 2022-11-17 at 10.47.39 AM.jpeg http://www.marinemammals.in/submit-record/13-12-2022-Zalor3 2022-11-17 at,,,,,,,4,5,7,MMI-later,15.20309,73.9337,FALSE
429,20,10,2022,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.29599, 73.90645","adult carcass washed shore code 3, no other data available with us, please check with reefwatch foundation,",,,http://www.marinemammals.in/submit-record/13-12-2022-Betalbatim 3 2022-10-20 at 4.03.10 PM.jpeg http://www.marinemammals.in/submit-record/13-12-2022-Betalbatim 2 2022-10-20 at 4.03.09 PM.jpeg http://www.marinemammals.in/submit-record/13-12-2022-Betalbati,,,,,,,3,2,4,MMI-later,15.29599,73.90645,FALSE
432,18,10,2022,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.3689876098839, 73.8732797071756","Fresh carcass code 3 adult male, no ther data with us, please check with reefwatch",,,http://www.marinemammals.in/submit-record/13-12-2022-Velsao 2 2022-10-18 at 12.23.11 PM.jpeg http://www.marinemammals.in/submit-record/13-12-2022-Velsao 2022-10-18 at 12.23.11 PM.jpeg,,,,,,C,2,1,2,MMI-later,15.36898761,73.87327971,FALSE
433,12,10,2022,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.278033092292, 73.9120976759894","code 3 specimen adult, All other info with reefwatch",,,http://www.marinemammals.in/submit-record/13-12-2022-WhatsApp Image 2022-10-13 at 4.34.23 PM.jpeg http://www.marinemammals.in/submit-record/13-12-2022-WhatsApp Image 2022-10-13 at 4.34.24 PM.jpeg,,,,,,,3,4,6,MMI-later,15.27803309,73.91209768,FALSE
436,4,10,2022,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,"15.1705702948766, 73.9416466242728",,,,,,,,Whatsapp,15.17057029,73.94164662,TRUE
437,4,10,2022,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.1697725616476, 73.9415659871713","code 3 adult dolphin, all other info with reefwatch",,,http://www.marinemammals.in/submit-record/13-12-2022-WhatsApp Image 2022-10-04 at 10.09.28 AM.jpeg http://www.marinemammals.in/submit-record/13-12-2022-WhatsApp Image 2022-10-04 at 10.09.29 AM.jpeg http://www.marinemammals.in/submit-record/13-12-2022-Wha,,,,,,,2,1,2,MMI-later,15.16977256,73.94156599,FALSE
438,1,10,2022,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,"14.958660462717, 74.0495520957157",,,,"50Cm, Calf",,,,Whatsapp,14.95866046,74.0495521,TRUE
439,1,10,2022,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"14.9639542059111, 74.0469389992539","finless porpoise calf, malnutrition signs, size: 70cm length, 20cm girth,",,,http://www.marinemammals.in/submit-record/13-12-2022-Galgibag 2022-10-01 at 11.45.34 AM.jpeg http://www.marinemammals.in/submit-record/13-12-2022-WhatsApp Image 2022-10-01 at 11.45.32 AM.jpeg http://www.marinemammals.in/submit-record/13-12-2022-WhatsApp,,,,,,C,2,0.5,1,MMI-later,14.96395421,74.046939,FALSE
442,24,9,2022,Goa,Spinner dolphin,Spinner dolphin,,,,,,,"15.3181510615732, 73.8988148351116",,,,,,,,Whatsapp,15.31815106,73.89881484,FALSE
451,29,8,2022,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.0411980049934, 73.9867306173652",Code 3 adult individual,,,http://www.marinemammals.in/submit-record/29-08-2022-PHOTO-2022-08-29-08-34-34.jpg,,,,,,,3,2,4,MMI-later,15.041198,73.98673062,FALSE
453,19,8,2022,Goa,Indo-Pacific humpback dolphin,Humpback dolphin,,,,,,,"15.2070724228468, 73.9324357707488",,,M,,3,4,6,Whatsapp,15.20707242,73.93243577,FALSE
464,17,7,2022,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,"betalbetim beach, south goa",,,,"15.2894535409185, 73.907621438170815.289453540918565, 73.90762143817086","15.289453540918565, 73.90762143817086",,,C,2,0.5,1,Whatsapp,15.28945354,73.90762144,FALSE
